Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,64.709999,64.989998,64.410004,64.680000,51.170029,9506200
2010-01-05,64.580002,64.620003,63.820000,63.930000,50.576702,10673100
2010-01-06,63.900002,64.540001,63.830002,64.449997,50.988068,13171500
2010-01-07,64.250000,64.349998,63.740002,63.990002,50.624165,10901600
2010-01-08,63.919998,64.260002,63.630001,64.209999,50.798210,7898000
2010-01-11,64.750000,64.750000,64.010002,64.220001,50.806122,7975700
2010-01-12,64.129997,64.720001,64.019997,64.559998,51.075104,10820700
2010-01-13,64.540001,65.230003,64.540001,64.970001,51.399467,13023800
2010-01-14,65.199997,65.269997,64.750000,65.099998,51.502316,7899000
2010-01-15,65.139999,65.199997,63.980000,64.559998,51.075104,20995000
2010-01-19,64.139999,65.750000,64.110001,65.349998,51.700092,15181800
2010-01-20,65.470001,65.949997,64.470001,65.150002,51.541859,13033000
2010-01-21,65.070000,65.470001,63.799999,63.970001,50.608337,14473900
2010-01-22,63.910000,64.190002,63.090000,63.200001,49.999168,14017200
2010-01-25,63.669998,63.700001,63.049999,63.220001,50.015003,10001700
2010-01-26,62.639999,63.009998,62.220001,62.790001,49.674812,15630300
2010-01-27,62.779999,63.720001,62.700001,63.439999,50.189045,14982400
2010-01-28,63.570000,64.070000,63.040001,63.799999,50.473850,17096000
2010-01-29,63.950001,64.269997,62.820000,62.860001,49.730186,17844400
2010-02-01,63.259998,63.259998,62.770000,63.090000,49.912136,10153400
2010-02-02,63.200001,64.199997,62.630001,63.990002,50.624165,13609300
2010-02-03,63.869999,63.869999,63.290001,63.630001,50.339355,9255900
2010-02-04,63.490002,63.619999,62.619999,62.639999,49.556145,18397000
2010-02-05,62.689999,63.599998,61.889999,62.639999,49.556145,16775200
2010-02-08,62.500000,62.980000,62.259998,62.369999,49.342533,10081200
2010-02-09,62.549999,63.470001,62.470001,62.759998,49.651077,11356400
2010-02-10,62.790001,63.070000,62.209999,62.730000,49.627338,10115800
2010-02-11,62.619999,63.209999,62.259998,62.910000,49.769749,8353600
2010-02-12,62.610001,63.000000,62.110001,62.720001,49.619431,12335800
2010-02-16,63.250000,63.709999,62.820000,63.610001,50.323521,10212400
2010-02-17,63.630001,64.360001,63.610001,63.980000,50.616245,9485500
2010-02-18,63.980000,64.699997,63.950001,64.529999,51.051365,8260600
2010-02-19,64.150002,64.459999,63.619999,63.810001,50.868019,14222300
2010-02-22,63.810001,64.099998,63.389999,63.490002,50.612919,9839700
2010-02-23,63.560001,63.849998,63.230000,63.310001,50.469418,12481400
2010-02-24,63.549999,63.849998,63.250000,63.450001,50.581032,8519300
2010-02-25,62.790001,63.349998,62.520000,63.279999,50.445522,10528900
2010-02-26,63.459999,63.590000,63.000000,63.000000,50.222298,9357800
2010-03-01,63.270000,63.459999,63.169998,63.389999,50.533192,9219400
2010-03-02,63.310001,63.639999,63.020000,63.439999,50.573059,9014000
2010-03-03,63.590000,63.750000,63.220001,63.400002,50.541176,9360400
2010-03-04,63.529999,63.700001,63.369999,63.570000,50.676685,8067200
2010-03-05,63.660000,64.070000,63.549999,64.040001,51.051365,10633600
2010-03-08,64.080002,64.410004,64.019997,64.199997,51.178905,33380500
2010-03-09,64.550003,64.550003,64.089996,64.269997,51.234726,8827100
2010-03-10,64.489998,64.559998,64.150002,64.290001,51.250660,8436600
2010-03-11,64.150002,64.220001,63.599998,64.220001,51.194870,9957800
2010-03-12,64.260002,64.260002,63.849998,64.180000,51.162983,8223000
2010-03-15,64.139999,64.570000,64.070000,64.570000,51.473873,7444700
2010-03-16,64.699997,64.720001,64.230003,64.529999,51.441982,8882000
2010-03-17,64.720001,64.739998,64.480003,64.650002,51.537651,8060700
2010-03-18,64.580002,65.150002,64.370003,65.059998,51.864491,11742100
2010-03-19,65.110001,65.489998,64.809998,65.110001,51.904362,23117600
2010-03-22,65.070000,65.440002,64.980003,65.099998,51.896366,8803800
2010-03-23,65.180000,65.389999,64.870003,65.360001,52.103661,9453900
2010-03-24,65.309998,65.309998,64.750000,64.750000,51.617359,9312500
2010-03-25,65.040001,65.250000,64.529999,64.570000,51.473873,10496600
2010-03-26,64.680000,64.720001,64.330002,64.379997,51.322403,9450400
2010-03-29,64.459999,64.930000,64.400002,64.820000,51.673172,7812900
2010-03-30,64.949997,64.980003,64.559998,64.900002,51.736946,8311600
2010-03-31,64.839996,65.309998,64.699997,65.199997,51.976089,11939100
2010-04-01,65.370003,65.769997,65.239998,65.769997,52.430492,10600600
2010-04-05,65.769997,65.889999,65.379997,65.400002,52.135536,8617600
2010-04-06,65.129997,65.449997,65.000000,65.309998,52.063789,8260100
2010-04-07,65.239998,65.489998,65.080002,65.220001,51.992039,9409400
2010-04-08,65.190002,65.190002,64.769997,64.930000,51.760853,8962600
2010-04-09,64.879997,65.169998,64.779999,65.139999,51.928265,6972700
2010-04-12,65.110001,65.209999,64.930000,65.110001,51.904362,8692200
2010-04-13,65.059998,65.849998,64.910004,65.680000,52.358749,12481600
2010-04-14,65.430000,65.599998,65.180000,65.489998,52.207275,10501900
2010-04-15,65.290001,65.540001,65.129997,65.510002,52.223232,8656900
2010-04-16,65.339996,65.650002,64.889999,65.019997,51.832596,15742500
2010-04-19,65.059998,66.099998,65.059998,66.029999,52.637756,14626300
2010-04-20,66.029999,66.199997,65.730003,65.989998,52.605873,11916400
2010-04-21,65.980003,65.980003,65.070000,65.389999,52.127560,13355700
2010-04-22,65.180000,65.239998,64.330002,64.779999,51.641277,19583000
2010-04-23,64.709999,65.040001,64.330002,65.040001,51.848549,11674900
2010-04-26,64.989998,65.199997,64.720001,64.760002,51.625340,9281500
2010-04-27,64.570000,64.879997,64.209999,64.279999,51.242699,11862200
2010-04-28,64.430000,64.860001,64.250000,64.620003,51.513741,12476600
2010-04-29,64.849998,65.339996,64.849998,65.010002,51.824631,7930100
2010-04-30,65.129997,65.339996,64.300003,64.300003,51.258640,14255900
2010-05-03,65.160004,65.620003,64.540001,65.330002,52.079735,15310500
2010-05-04,65.070000,65.279999,64.410004,64.699997,51.577507,14895700
2010-05-05,64.580002,65.290001,64.440002,65.139999,51.928265,13143700
2010-05-06,65.040001,65.099998,60.029999,63.400002,50.541176,24410000
2010-05-07,63.259998,63.599998,62.090000,63.310001,50.469418,20467100
2010-05-10,64.910004,65.360001,64.000000,64.750000,51.617359,18445400
2010-05-11,64.230003,65.089996,64.180000,64.669998,51.553581,10879000
2010-05-12,64.849998,65.050003,64.489998,64.900002,51.736946,11036800
2010-05-13,64.839996,65.160004,64.510002,64.669998,51.553581,12337000
2010-05-14,64.709999,64.790001,63.410000,63.970001,50.995571,12505100
2010-05-17,64.059998,64.239998,63.200001,63.880001,50.923828,10260800
2010-05-18,63.439999,63.560001,62.849998,62.970001,50.198391,18480900
2010-05-19,62.689999,62.959999,62.049999,62.220001,49.600491,18863200
