Date,Dividends
03/11/2016,0.57
11/05/2017,0.63
06/11/2013,0.43571
09/05/2013,0.43571
07/05/2015,0.52
05/11/2015,0.52
08/08/2013,0.43571
06/02/2014,0.43571
06/08/2015,0.52
04/02/2016,0.52
07/11/2012,0.37857
08/05/2014,0.47
06/11/2014,0.47
05/05/2016,0.57
09/02/2017,0.57
09/08/2012,0.37857
07/02/2013,0.37857
07/08/2014,0.47
05/02/2015,0.47
04/08/2016,0.57
