Date,Dividends
02/02/2012,0.01
02/08/2012,0.01
30/01/2014,0.01
31/07/2014,0.01
28/01/2016,0.05
28/07/2016,0.16
03/11/2016,0.16
25/05/2011,0.01
01/11/2012,0.01
30/10/2014,0.01
07/05/2015,0.05
27/04/2017,0.16
02/05/2013,0.01
31/01/2013,0.01
01/08/2013,0.01
29/01/2015,0.01
30/07/2015,0.05
28/07/2011,0.01
03/11/2011,0.01
31/10/2013,0.01
29/10/2015,0.05
03/05/2012,0.01
01/05/2014,0.01
28/04/2016,0.05
02/02/2017,0.16
